ID,"Submit Year","Start Year",Title,Description,Institution,Investigators,Discipline
DP0984354,2008,2009,"Tunable metallophthalocyanine complexes for molecular electronics","Devices based on small arrays of molecules offer significant technological advances in terms of size, power use and cost.   This project will synthesise new transition metal complexes with systematically varied molecular structures and the effect of these variations on negative differential resistance (NDR) behaviour will be investigated. NDR is an important and exciting physical property that can facilitate operational molecular electronic switching and logic devices. The knowledge gained from this research can be used to design molecules and molecular structures that can utilise NDR in future molecular electronic devices.","University of Technology, Sydney","Dr Andrew M McDonagh; Dr Seema Sandhu","Metallophthalocyanine complexes, Self assembled monolayers, Molecular electronics,"
DP120100777,2011,2012,"Globalising the magic system: a history of advertising industry practices in Australia 1959-1989",,"University of Technology, Sydney","A/Prof Robert Crawford; Professor John Sinclair",
DP120101213,2011,2012,"A project to examine and strengthen health care incident disclosure communication","This project examines how health care practitioners are communicating or avoiding communicating health care incident information to patients (or their relatives). The last decade has seen several states and nations adopt disclosure policies that require clinicians and services to become frank with their patients about incidents. These policies have had limited effect however on clinician's inclination to disclose incidents. There are a number of barriers to disclosure including fears of legal prosecution and organisational complexity that this research will examine. The project aims to bridge the existing communication divide between clinicians who feel constrained in what they say and who default to limited or no-disclosure, and patient-consumers who expect and deserve openness and restorative action from the service when an incident results in harm. This project will map disclosure communication in its aim to enhance clinician-patient and clinician-clinician dialogue about health care incidents. The project will encompass interviews with patients, family members and clinicians who have been involved in a health care incident. For more information or to participate please visit:   http://www.centreforhealthcom.org/participating-in-schid","University of Technology, Sydney","Prof Roderick A Iedema; Dr Nerida A Cole","clinical incidentsincident disclosurehealth communicationvisual methodsparticipatory enquiry"
DP120101987,2011,2012,"Schemes of arrangement versus takeovers: implications of the choice for shareholders and directors",,"University of Technology, Sydney","Prof Martin Bugeja; H. Y. Izan; Raymond Da Silva Rosa; Dr Nerida A Cole",
SI11-2140,,2011,"Ongoing management & development of the learning and teaching sustainability website",,"University of Technology, Sydney","Prof Suzanne H Benn; Miss Priya Narula; Dr Melissa Edwards",
DP1093762,2009,2010,"Mining Multiple Information Sources through Collaborative and Comparative Analysis","Mining multiple information sources can provide rich knowledge which is difficult to discover by mining single data source.  Comparing and collaborating multi-source data for mining are critical. This project aims to systematically investigate the theoretical foundations and practical solutions for mining multiple information sources, with the objective of delivering a unified multi-source collaborative and comparative mining framework. The expected outcomes are: (1) establishing the theoretical foundations for this emerging data mining research area, (2) benefiting key application areas, such as bioinformatics, business intelligence, and security informatics, and (3) helping maintain Australia's leading role in data mining research.","University of Technology, Sydney","Prof Chengqi Zhang; A/Prof Xingquan Zhu; A/Prof Jian Pei; TBA Research-Student; TBA Research-Student2","Multiple Information Sources; Heterogeneous Data Collections; Data Mining; Multiple Source Collaborative mining; Multiple Source Comparative Mining;"
298224,2011,2011,"Reckitt Benckiser Healthcare (UK) - Gemini Pharmacy Study",,"University of Technology, Sydney","A/Prof Kylie Williams; Ms Kate Billings; Ms Sandy Farnsworth",
LP100200455,2009,2011,"National research study of the civil and family law needs of Indigenous people",,"University of Technology, Sydney","Prof Christopher Cunneen; Melanie Schwartz; Prof Larissa Y Behrendt",
DP120103776,2011,2012,"Quantum effects in zero-error communication","We aim to establish a systematic quantum zero-error information theory by considering quantum effects in zero-error communication. Powerful tools from algebraic geometry, operator theory, mathematical programming and entanglement theory will be used to develop techniques to estimate zero-error capacity, which will then be applied in other fields. Our findings will provide communication protocols to achieve perfect transmission for classical/quantum information using noisy quantum channels. With global implications for building highly reliable quantum communication networks, the project advances research into the physical realisation of quantum communication and promotes Australia's place in this new research field.","University of Technology, Sydney","A/Prof Runyao Duan; Prof Andreas Winter","quantum informationquantum channelsquantum zero-error capacityentanglement theory"
CE110001018,2010,2011,"ARC Centre of Excellence in Ultra-high band-width Devices for Optical Systems CUDOS","1026550 - second activity code for teaching buyout - Chris Poulton","University of Technology, Sydney","Prof Lindsay C Botten; Mr Mark Berlage; Prof Benjamin J Eggleton",
0298307,2012,2012,"Seismic testing of 600 and 800 mm cabinets to Australian standard",,"University of Technology, Sydney","Prof Bijan Samali; Mr Samy Labbad; Mr Craig A Archer",
LP110200454,2010,2011,"Novel Oxygen Sensing Tools for Monitoring the Effects of Dredging on Australian Seagrass Communities","Seagrasses sustain our coastal ecosystems but are threatened by dredging operations. Dredging reduces light and re-suspends sediment, which reduces oxygen, encourages sulphide toxicity and creates an imbalance of the root microbial consortia. Understanding the seagrass oxygen budget response to dredging is critical to preserve our existing seagrasses during dredging operations. An innovative study, using bio-optics and metagenomics, will be undertaken to determine seagrass responses to reduced oxygen and to characterise the microbial consortia that influence these processes. This research will deliver a new oxygen-sensor toolkit to arm seagrass managers with oxygen thresholds to mitigate the damage of a dredging plume.","University of Technology, Sydney","Prof Peter J Ralph; Dr Justin R Seymour; Prof Michael Kuhl; Mr Michael Rasheed; Dr Nerida A Cole","seagrass dredging"
0298329,2012,2012,"Once Upon a Time Productions: advisor for Carlton and Chinatowns series",,"University of Technology, Sydney","Prof Andrew H Jakubowicz; Mr Craig A Archer; Ms Sue Clothier",
DP0985709,2008,2009,"Governing Prostitution in the People's Republic of China","This project will generate knowledge for 'Understanding Our Region and the World', part of the National Research  Priority Safeguarding Australia. It will do so by producing the first detailed study of the governmental regulation of  prostitution in present day China. Its impact will be increased knowledge of different, local responses to the  governance of prostitution businesses and practices. It will position Australian research at the international forefront  of this field, thereby enabling Australian researchers to lead and contribute to international policy debate on  prostitution, public health issues and related government regulation.","University of Technology, Sydney","A/Prof Elaine Jeffreys","China, Governance, Social Stability, Sexual Health, Prostitution, Women,"
DP0984734,,2009,"The changing nature of China's enterprise culture","China is one of Australia's most important trading partners. Understanding the transformation now underway in the enterprise culture of China's industrial system is essential in safeguarding Australia's future economic interests. Through in-depth research inside a representative sample of Chinese enterprises with different forms of ownership, this project will provide much needed insights. The findings will be of interest to Australia's academic community, our government, NGO's and trade unions.","University of Technology, Sydney","Prof Anita Chan; Mr Nick Pappas","China Studies; Post Communism; Asian Studies."
